"OBJECTID_1","OBJECTID","HAZUSID","Name","Address","City","Zip","COUNTY","X","Y","LONGLAT","USNG","OWNERSHIP","PARCELID","FACILITY_T","TTL_BEDS","EFCLASS","Asset_Elevation","Owned_Maintained","Asset","Asset_Sub_Type","Asset_Type","Asset_Group","Asset_Relevancy","Asset_ID","Municipality","Water_Management_District","Souce_Dataset_Entity","Souce_Dataset_Name","Source_Asset_ID","Restricted_Public_Disclosure","Notes","Regional_Planning_Council","FDEP_Regulatory_District","RCP_Region","FDOT_District","House_District_Number","Senate_District_Number","CTF_RL_2020","CTF_RL_2040_IL","CTF_RL_2040_INT","CTF_RL_2070_IL","CTF_RL_2070_INT","SSF_RL_100YR_CURR","SSF_RL_100YR_2040_IL","SSF_RL_100YR_2040_INT","SSF_RL_100YR_2070_IL","SSF_RL_100YR_2070_INT","SSF_RL_500YR_CURR","SSF_RL_500YR_2040_IL","SSF_RL_500YR_2040_INT","SSF_RL_500YR_2070_IL","SSF_RL_500YR_2070_INT","RIF_RL_100YR_2020","RIF_RL_100YR_2040","RIF_RL_100YR_2070","RIF_RL_500YR_2020","RIF_RL_500YR_2040","RIF_RL_500YR_2070"
"317","317"," ","PORT ST LUCIE HOSPITAL","2550 SE WALTON RD","PORT SAINT LUCIE","34952","St. Lucie","-80.2713769","27.29745811","-80.27137690,27.29745811","17R NL 72100 19592"," "," ","HOSPITAL","75","EFHM",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_317",,"South Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Treasure Coast","Southeast District","Northeast","4","85","29","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"318","318"," ","WEST FLORIDA COMMUNITY CARE CNTR","5500 STEWART ST","MILTON","32570","Santa Rosa","-87.04237591","30.63443602","-87.04237591,30.63443602","16R DU 95939 89090","S"," ","HOSPITAL","100","EFHM",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_318","Milton","Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","3","1","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"319","319"," ","SANTA ROSA MEDICAL CNTR","5992 BERRYHILL RD","MILTON","32570","Santa Rosa","-87.06709212","30.63420666","-87.06709212,30.63420666","16R DU 93570 89065"," "," ","HOSPITAL - ACUTE CARE","129","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_319","Milton","Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","3","1","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"320","320"," ","JAY HOSP","14114 ALABAMA ST","JAY","32565","Santa Rosa","-87.15127761","30.94987524","-87.15127761,30.94987524","16R DV 85550 24056"," "," ","HOSPITAL - ACUTE CARE","49","EFHS",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_320","Jay","Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","3","1","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"321","321"," ","GULF BREEZE HOSP","1110 GULF BREEZE PKWY","GULF BREEZE","32561","Santa Rosa","-87.15710187","30.3605449","-87.15710187,30.36054490","16R DU 84902 58748"," "," ","HOSPITAL - ACUTE CARE","77","EFHM",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_321","Gulf Breeze","Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","2","1","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"322","322"," ","ENGLEWOOD COMMUNITY HOSP","700 MEDICAL BLVD","ENGLEWOOD","34223","Sarasota","-82.32653438","26.94977365","-82.32653438,26.94977365","17R LK 68322 81563"," "," ","HOSPITAL - ACUTE CARE","100","EFHM",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_322",,"Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Southwest Florida","South District","Southwest","1","75","22","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Medium","Medium","Medium","Medium","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"323","323"," ","DOCS HOSP OF SARASOTA","5731 BEE RIDGE RD","SARASOTA","34233","Sarasota","-82.45354169","27.3019321","-82.45354169,27.30193210","17R LL 56164 20714"," "," ","HOSPITAL - ACUTE CARE","155","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_323",,"Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Southwest Florida","South District","Southwest","1","74","22","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Low"
"324","324"," ","VENICE REGIONAL MEDICAL CNTR","540 THE RIALTO","VENICE","34285","Sarasota","-82.44485425","27.09026069","-82.44485425,27.09026069","17R LK 56754 97255"," "," ","HOSPITAL - ACUTE CARE","312","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_324","Venice","Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Southwest Florida","South District","Southwest","1","73","22","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"325","325"," ","COMPLEXCARE HOSP AT RIDGELAKE","6150 EDGELAKE DR","SARASOTA","34240","Sarasota","-82.44606242","27.30172715","-82.44606242,27.30172715","17R LL 56904 20683"," "," ","HOSPITAL","40","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_325",,"Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Southwest Florida","South District","Southwest","1","74","22","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"326","326"," ","HEALTHSOUTH REHAB HOSP OF SARASOTA","6400 EDGELAKE DR","SARASOTA","34240","Sarasota","-82.44258304","27.30083463","-82.44258304,27.30083463","17R LL 57247 20580"," "," ","HOSPITAL","96","EFHM",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_326",,"Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Southwest Florida","South District","Southwest","1","74","22","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"327","327"," ","SARASOTA MEMORIAL HOSP","1700 S TAMIAMI TRL","SARASOTA","34239","Sarasota","-82.53060893","27.31822286","-82.53060893,27.31822286","17R LL 48559 22610"," "," ","HOSPITAL - TRAUMA","819","EFHL",,,"HOSPITAL - TRAUMA",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_327","Sarasota","Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Southwest Florida","South District","Southwest","1","73","22","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Low","Low","Low"
"328","328"," ","HEALTHSOUTH REHAB HOSP OF ALTAMONTE S","831 S STATE RD 434","ALTAMONTE SPRINGS","32714","Seminole","-81.415127","28.645481","-81.41512700,28.64548100","17R MM 59429 68779"," "," ","HOSPITAL","50","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_328","Altamonte Springs","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","38","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"329","329"," ","FL HOSP ALTAMONTE","601 E ALTAMONTE DR","ALTAMONTE","32701","Seminole","-81.3701467","28.6653922","-81.37014670,28.66539220","17R MM 63832 70970"," "," ","HOSPITAL - ACUTE CARE","398","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_329","Altamonte Springs","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","38","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"330","330"," ","SOUTH SEMINOLE HOSPITAL","555 W STATE ROAD 434","LONGWOOD","32750","Seminole","-81.35292576","28.69918248","-81.35292576,28.69918248","17R MM 65525 74709"," "," ","HOSPITAL - ACUTE CARE","206","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_330","Longwood","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","36","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"331","331"," ","CENTRAL FLORIDA REGIONAL HOSP","1401 W SEMINOLE BLVD","SANFORD","32771","Seminole","-81.28365096","28.81450457","-81.28365096,28.81450457","17R MM 72323 87467"," "," ","HOSPITAL - TRAUMA","221","EFHL",,,"HOSPITAL - TRAUMA",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_331","Sanford","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","36","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"332","332"," ","PROMISE HOSPITAL OF FLA /THE VILLAGES","5050 COUNTY ROAD 472","OXFORD","34484","Sumter","-82.01968394","28.90961737","-82.01968394,28.90961737","17R MM 00593 98399"," "," ","HOSPITAL - ACUTE CARE","40","EFHS",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_332","Wildwood","Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northwest","5","52","11","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"333","333"," ","VILLAGES REGIONAL HOSP, THE","1451 EL CAMINO REAL","THE VILLAGES","32159","Sumter","-81.95852008","28.95036464","-81.95852008,28.95036464","17R MN 06593 02864"," "," ","HOSPITAL - ACUTE CARE","297","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_333",,"Southwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northwest","5","52","11","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"334","334"," ","SHANDS LIVE OAK RGNL MED CNTR","1100 SW 11TH ST","LIVE OAK","32060","Suwannee","-83.00295419","30.2912971","-83.00295419,30.29129710","17R LP 07366 52762"," "," ","HOSPITAL - ACUTE CARE","25","EFHS",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_334","Live Oak","Suwannee River Water Management District","FDEM","Hospitals - FDEM",,,,"North Central Florida","Northeast District","Northwest","2","7","3","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"335","335"," ","DOCTORS MEMORIAL HOSPITAL","333 N BYRON BUTLER  PKWY","PERRY","32348","Taylor","-83.5932491","30.12008806","-83.59324910,30.12008806","17R KP 50146 34930","PR","23040703141000","HOSPITAL - ACUTE CARE","48","EFHS",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_335","Perry","Suwannee River Water Management District","FDEM","Hospitals - FDEM",,,,"North Central Florida","Northeast District","Northwest","2","7","3","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Low","Low"
"336","336"," ","DOCTOR'S MEMORIAL HOSP- EMG","409A EAST ASH STREET","PERRY"," ","Taylor","-83.577738","30.128222","-83.57773800,30.12822200","17R KP 51661 35798"," "," ","HOSPITAL","0","MDFLT",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_336","Perry","Suwannee River Water Management District","FDEM","Hospitals - FDEM",,,,"North Central Florida","Northeast District","Northwest","2","7","3","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"337","337"," ","RECEPTION AND MEDICAL CENTER HOSP","7765 S COUNTY RD 231","LAKE BUTLER","32054","Union","-82.35749868","29.98842293","-82.35749868,29.98842293","17R LP 69051 18277"," "," ","HOSPITAL","120","EFHL",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_337",,"Suwannee River Water Management District","FDEM","Hospitals - FDEM",,,,"North Central Florida","Northeast District","Northwest","2","10","6","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"338","338"," ","LAKE BUTLER HOSPITAL","850 E MAIN ST","LAKE BUTLER","32054","Union","-82.32696026","30.02267794","-82.32696026,30.02267794","17R LP 72041 22039"," "," ","HOSPITAL - PEDIATRIC","25","EFHS",,,"HOSPITAL - PEDIATRIC",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_338",,"Suwannee River Water Management District","FDEM","Hospitals - FDEM",,,,"North Central Florida","Northeast District","Northwest","2","10","6","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
